CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Churn
0.578,1,-0.3591950273775176,0.30000000000000004,0.0,0.3333333333333333,0,1,0.8222207526162392,1,0,0,0
0.664,0,0.8883321576099101,0.6000000000000001,0.49681258535470557,0.3333333333333333,0,1,0.8918544803937081,0,1,0,0
0.34199999999999997,0,0.3212743462519884,0.7000000000000001,0.0,0.3333333333333333,0,1,0.8585018559806258,1,0,0,0
0.386,0,0.09445122170881975,0.2,0.0,0.3333333333333333,1,0,0.045777086929567286,0,0,1,0
0.654,0,-0.4726065896491019,0.1,0.5225831834513512,0.0,0,0,0.6839434802211739,1,0,0,0
0.7439999999999999,1,0.2078627839804041,0.7000000000000001,0.3740759794680561,0.3333333333333333,0,1,0.7643423608549793,1,0,0,0
0.15599999999999992,1,0.2078627839804041,0.0,0.0,0.3333333333333333,1,0,0.3640939596476101,0,0,1,0
0.66,1,2.249270904868922,0.2,0.47240682357753905,0.0,0,1,0.5677357266478178,0,1,0,1
0.5299999999999999,0,0.3212743462519884,0.0,0.0,0.3333333333333333,0,1,0.9291568320762117,1,0,0,0
0.656,0,-0.5860181519206863,0.9,0.6408195545103108,0.0,0,1,0.12335429072615983,1,0,0,0
0.682,0,-0.1323719028343489,0.9,0.6267322841846277,0.0,1,0,0.7319648122301278,1,0,0,0
0.6940000000000001,1,-0.3591950273775176,0.2,0.0,0.3333333333333333,0,1,0.24219332823451203,1,0,0,0
0.46999999999999986,1,-0.1323719028343489,0.5,0.5407755757053766,0.0,1,0,0.6742703602222705,0,1,0,0
0.9999999999999999,1,-0.4726065896491019,0.9,0.0,0.3333333333333333,1,1,0.34499524042756663,1,0,0,0
0.7759999999999999,0,0.5480974707951571,0.0,0.0,0.3333333333333333,1,1,0.42186219765934785,0,0,1,0
0.9999999999999999,1,0.2078627839804041,0.5,0.5449725228950705,0.0,0,1,0.5194737272051898,0,1,0,0
0.388,1,1.2285668444246631,0.6000000000000001,0.0,0.3333333333333333,0,1,0.756925641866949,1,0,0,0
0.566,1,-1.0396644010070235,0.0,0.5813111221072106,0.0,1,0,0.9668363678056707,0,1,0,0
0.568,1,0.6615090330667415,0.9,0.0,0.0,1,0,0.528542252191957,1,0,0,1
0.5539999999999999,0,0.09445122170881975,0.2,0.0,0.3333333333333333,0,0,0.6493210862240231,1,0,0,0
0.2859999999999999,0,1.1151552821530788,0.7000000000000001,0.5223567454610467,0.0,1,0,0.6228180540694832,0,1,0,1
0.83,1,-1.6067222123649452,0.5,0.0,0.0,1,0,0.31407795433781915,1,0,0,0
0.47199999999999986,0,0.7749205953383258,0.5,0.6328215700517259,0.0,1,0,0.6031862747427608,0,1,0,1
0.5179999999999999,0,0.09445122170881975,0.4,0.0,0.3333333333333333,1,0,0.6039935186374191,1,0,0,0
0.878,0,-0.812841276463855,0.6000000000000001,0.5032248746536941,0.0,0,0,0.5899829821961626,0,1,0,0
0.642,0,-1.2664875255501922,0.8,0.0,0.3333333333333333,1,1,0.7397259492769498,0,0,1,0
0.912,1,-0.6994297141922706,0.7000000000000001,0.2674782610300638,0.0,1,0,0.7828971146470921,1,0,0,0
0.61,0,-0.6994297141922706,0.8,0.3013712208808211,0.0,1,1,0.8060288517782251,0,1,0,0
0.61,1,-0.5860181519206863,0.7000000000000001,0.5078422716353151,0.0,1,0,0.4726349222102925,0,1,0,0
0.4859999999999999,0,-0.9262528387354393,0.2,0.0,0.3333333333333333,1,0,0.06004354824936828,1,0,0,0
0.46199999999999986,0,0.09445122170881975,0.9,0.0,0.3333333333333333,1,0,0.28734571033936007,1,0,0,0
0.7859999999999999,0,0.5480974707951571,0.8,0.5916356121938577,0.0,1,1,0.282606948060306,1,0,0,0
0.7779999999999999,1,-0.5860181519206863,0.8,0.0,0.0,0,1,0.36913817097052504,1,0,0,0
0.658,1,0.2078627839804041,0.7000000000000001,0.0,0.3333333333333333,1,1,0.939533695466703,1,0,0,0
0.2879999999999999,0,-1.4933106500933608,0.2,0.0,0.3333333333333333,1,1,0.5497583545891218,1,0,0,0
0.7819999999999999,1,0.2078627839804041,0.30000000000000004,0.0,0.3333333333333333,1,0,0.2383059313792165,1,0,0,0
0.2779999999999999,0,-1.0396644010070235,1.0,0.4728104939704068,0.0,1,1,0.7093794917229862,1,0,0,0
0.572,0,-0.5860181519206863,0.4,0.6455673274226222,0.0,1,1,0.4568056483160958,1,0,0,0
0.5459999999999999,0,0.09445122170881975,0.6000000000000001,0.0,0.3333333333333333,0,1,0.7121710038413244,1,0,0,0
0.7020000000000001,0,-0.1323719028343489,0.5,0.45137334347480207,0.0,1,0,0.0942065180704925,0,1,0,0
0.7199999999999999,1,-1.4933106500933608,0.4,0.0,0.3333333333333333,1,0,0.20985039650097265,1,0,0,0
0.854,1,-1.6067222123649452,0.2,0.0,0.3333333333333333,1,1,0.9675330077311224,0,0,1,0
0.582,0,-0.812841276463855,0.1,0.0,0.0,1,0,0.6072714681128657,1,0,0,0
0.348,1,-1.1530759632786078,0.2,0.0,0.3333333333333333,0,1,0.6801337212492836,1,0,0,0
0.6900000000000001,1,0.43468590852357275,0.0,0.0,0.3333333333333333,0,0,0.7035161306959732,1,0,0,0
0.686,0,-1.0396644010070235,0.6000000000000001,0.0,0.3333333333333333,1,1,0.8077393864336103,1,0,0,0
0.5279999999999999,0,-1.0396644010070235,0.5,0.598625993738935,0.0,1,1,0.9625480253089495,0,0,1,0
0.57,1,-1.1530759632786078,0.1,0.3423990329025558,0.3333333333333333,1,1,0.7838889486124754,0,1,0,0
0.5159999999999999,0,-0.018960340562764584,0.8,0.0,0.0,1,0,0.8301101022243803,0,0,1,0
0.606,0,0.09445122170881975,0.4,0.5015198779667865,0.0,1,0,0.3909910840994864,1,0,0,0
0.922,1,-0.1323719028343489,0.5,0.5226498815626117,0.3333333333333333,1,0,0.49777088730446023,0,1,0,0
0.4939999999999999,0,-0.6994297141922706,0.8,0.4688017277411623,0.3333333333333333,0,1,0.8082998098922369,0,1,0,0
0.40800000000000003,1,3.7236212143995187,0.4,0.0,0.3333333333333333,1,1,0.9878420675368546,1,0,0,0
0.5219999999999999,1,0.09445122170881975,0.8,0.0,0.0,0,1,0.43234156106472155,1,0,0,0
0.47599999999999987,1,-0.018960340562764584,0.7000000000000001,0.0,0.0,1,1,0.7353633205322537,1,0,0,0
0.678,1,-0.1323719028343489,0.7000000000000001,0.5698597275797445,0.0,1,0,0.7581493889943598,0,0,1,0
0.682,1,-1.4933106500933608,0.30000000000000004,0.0,0.3333333333333333,1,1,0.5339955131106223,1,0,0,0
0.41800000000000004,0,-0.6994297141922706,0.1,0.0,0.3333333333333333,1,1,0.7403463520024596,1,0,0,0
0.668,0,-0.5860181519206863,0.9,0.6387402513788891,0.0,1,1,0.7649071364372246,0,1,0,0
0.5599999999999999,1,1.2285668444246631,0.1,0.0,0.3333333333333333,0,1,0.8142384076310036,1,0,0,0
0.45200000000000007,0,2.929740278498428,0.2,0.0,0.3333333333333333,1,0,0.028518065390007057,1,0,0,0
0.664,0,3.49679808985635,0.6000000000000001,0.0,0.3333333333333333,1,0,0.7479355051297281,1,0,0,0
0.624,0,-0.1323719028343489,0.5,0.0,0.3333333333333333,1,1,0.6005340305802217,1,0,0,0
0.7359999999999999,0,0.3212743462519884,0.4,0.6157229429253774,0.0,1,1,0.8399070826609843,1,0,0,0
0.5459999999999999,1,0.6615090330667415,0.6000000000000001,0.0,0.0,1,1,0.7936917819049806,1,0,0,1
0.39,0,-0.24578346510593324,0.6000000000000001,0.4713890271791028,0.0,1,1,0.5780848765154958,0,1,0,0
0.19799999999999995,0,0.3212743462519884,0.4,0.3216011355626108,0.0,1,0,0.946550019081811,1,0,0,0
0.622,0,-1.7201337746365295,0.7000000000000001,0.5072066260504533,0.0,0,1,0.660924598157671,1,0,0,0
0.5499999999999999,0,0.43468590852357275,0.5,0.0,0.3333333333333333,0,0,0.8049538772444015,0,0,1,0
0.29599999999999993,0,-0.812841276463855,0.7000000000000001,0.0,0.3333333333333333,1,1,0.7379067115799154,1,0,0,0
0.624,1,1.2285668444246631,0.7000000000000001,0.0,0.3333333333333333,1,1,0.4494594137209251,0,0,1,0
0.44000000000000006,0,0.8883321576099101,0.1,0.0,0.3333333333333333,1,1,0.7085675455338433,1,0,0,0
0.5299999999999999,0,2.816328716226844,0.9,0.0,0.3333333333333333,1,1,0.016824859690285875,1,0,0,0
0.7279999999999999,0,-2.0603684614512825,0.30000000000000004,0.0,0.0,0,0,0.7522463586106841,0,0,1,0
0.596,0,0.5480974707951571,0.5,0.0,0.0,1,1,0.5691812820065552,1,0,0,0
0.7999999999999999,0,-1.7201337746365295,0.4,0.0,0.3333333333333333,1,0,0.6815320035411279,0,0,1,0
0.5359999999999999,1,-0.1323719028343489,0.4,0.7054823246649279,0.3333333333333333,0,1,0.5061627821295401,1,0,0,0
0.602,1,-0.5860181519206863,0.1,0.0,0.3333333333333333,1,1,0.6200804682644897,1,0,0,0
0.33199999999999996,1,1.0017437198814945,0.4,0.4564286408233718,0.6666666666666667,1,0,0.5677341758911261,0,1,0,1
0.42400000000000004,1,1.2285668444246631,0.2,0.5675477780803662,0.0,0,0,0.9141081890908669,0,1,0,1
0.7359999999999999,1,-2.0603684614512825,0.30000000000000004,0.5986953346055474,0.0,0,0,0.506965823973808,1,0,0,0
0.5379999999999999,0,-0.6994297141922706,1.0,0.0,0.3333333333333333,1,1,0.863343718567475,1,0,0,0
0.7219999999999999,0,-0.3591950273775176,0.7000000000000001,0.6085960609689532,0.3333333333333333,1,0,0.6320310995750377,0,0,1,0
0.7739999999999999,0,-0.4726065896491019,0.8,0.0,0.3333333333333333,1,0,0.2737707864552509,0,0,1,0
0.672,0,0.2078627839804041,0.8,0.515762441630763,0.0,0,1,0.41726150275026697,0,1,0,0
0.43800000000000006,0,0.3212743462519884,0.30000000000000004,0.5012714170152167,0.0,1,0,0.6476793851559869,0,1,0,1
0.59,0,0.2078627839804041,0.5,0.0,0.3333333333333333,0,0,0.9399333404734841,1,0,0,0
0.578,0,1.7956246557825848,0.1,0.0,0.0,1,0,0.8668020560632562,1,0,0,1
0.2759999999999999,0,-0.018960340562764584,0.7000000000000001,0.0,0.0,0,1,0.6173959583578807,1,0,0,0
0.634,0,1.2285668444246631,0.7000000000000001,0.649627564458481,0.3333333333333333,1,0,0.8617886097521286,0,1,0,0
0.664,1,0.5480974707951571,0.2,0.0,0.3333333333333333,0,1,0.683102169703707,0,0,1,0
0.6880000000000001,1,0.3212743462519884,0.8,0.0,0.3333333333333333,1,1,0.6337678470209539,1,0,0,0
0.5219999999999999,0,1.2285668444246631,0.4,0.0,0.3333333333333333,1,1,0.7144859834356174,1,0,0,0
0.656,1,-0.4726065896491019,0.8,0.0,0.0,1,0,0.4146068073916668,0,0,1,0
0.4839999999999999,0,-0.1323719028343489,0.0,0.0,0.3333333333333333,1,0,0.004237467672350724,1,0,0,0
0.576,1,0.2078627839804041,0.4,0.6077512601748178,0.0,1,0,0.8888966871384892,0,1,0,1
0.47999999999999987,1,-0.1323719028343489,0.9,0.0,0.3333333333333333,1,0,0.6897891326072557,1,0,0,0
0.574,1,-1.1530759632786078,0.7000000000000001,0.0,0.3333333333333333,1,0,0.3991747773325995,1,0,0,0
0.7219999999999999,0,0.7749205953383258,0.8,0.0,0.0,1,0,0.5837430374151068,1,0,0,1
0.662,1,0.5480974707951571,0.8,0.0,0.3333333333333333,1,1,0.617350786316183,1,0,0,0
0.678,1,-0.3591950273775176,0.2,0.0,0.0,1,1,0.8845480152040188,0,0,1,0
0.44400000000000006,0,-0.6994297141922706,0.8,0.0,0.0,1,1,0.0064300875612255,1,0,0,0
0.31399999999999995,0,-1.0396644010070235,0.6000000000000001,0.0,0.3333333333333333,0,1,0.4736852847346863,0,0,1,0
0.362,0,-1.3798990878217765,0.1,0.34690102956714686,0.0,1,1,0.6091562878106372,1,0,0,0
0.634,0,0.2078627839804041,0.0,0.0,0.3333333333333333,1,0,0.7901187884628305,1,0,0,0
0.85,1,1.4553899689678318,0.30000000000000004,0.526806725988554,0.3333333333333333,1,0,0.44306119170849423,0,1,0,1
0.5259999999999999,0,0.3212743462519884,0.5,0.0,0.0,1,0,0.5123771144129778,1,0,0,0
0.7279999999999999,1,-0.6994297141922706,0.7000000000000001,0.0,0.3333333333333333,1,0,0.8182831812783048,1,0,0,0
0.88,1,-0.1323719028343489,0.9,0.0,0.3333333333333333,1,1,0.7470062016761079,0,0,1,0
0.604,0,-0.5860181519206863,0.5,0.0,0.3333333333333333,1,1,0.24785884272230638,1,0,0,0
0.682,1,-1.1530759632786078,0.5,0.0,0.3333333333333333,0,0,0.4027284613527171,1,0,0,0
0.5559999999999999,0,-0.6994297141922706,0.7000000000000001,0.0,0.3333333333333333,1,0,0.8526150835300085,1,0,0,0
0.596,1,-0.6994297141922706,0.6000000000000001,0.5949432512334117,0.0,1,0,0.43467364900703304,1,0,0,0
0.7179999999999999,0,-0.3591950273775176,0.2,0.0,0.3333333333333333,1,0,0.5247176359704718,1,0,0,0
0.7819999999999999,0,2.249270904868922,0.4,0.5983680943753944,0.0,1,1,0.32182453428150265,0,1,0,0
0.5439999999999999,0,-1.0396644010070235,0.9,0.0,0.3333333333333333,1,1,0.7788616455399413,1,0,0,0
0.588,0,-0.018960340562764584,1.0,0.5948131269937071,0.0,1,0,0.8137666774502619,0,0,1,0
0.57,0,-0.1323719028343489,0.5,0.5866897584756521,0.3333333333333333,1,0,0.6296669960107034,1,0,0,0
0.574,0,-0.018960340562764584,0.5,0.0,0.3333333333333333,1,0,0.46894202025878534,0,0,1,0
0.7419999999999999,0,-0.3591950273775176,0.1,0.36960741575609063,0.3333333333333333,1,0,0.22771391300385022,0,1,0,0
0.7099999999999999,1,-0.6994297141922706,0.1,0.0,0.3333333333333333,1,1,0.9277408911678453,1,0,0,0
0.47599999999999987,1,-0.5860181519206863,0.0,0.0,0.0,1,0,0.7153791692656432,1,0,0,0
0.672,1,0.3212743462519884,0.0,0.0,0.0,1,0,0.6553393728469806,0,0,1,1
0.566,0,1.0017437198814945,0.9,0.5066840736152507,0.0,1,1,0.5099054083440014,1,0,0,0
0.6920000000000001,1,-0.5860181519206863,0.4,0.4463993423146745,0.0,0,0,0.6144018974058393,1,0,0,0
0.7459999999999999,1,1.2285668444246631,0.0,0.6454007918869591,0.0,1,1,0.9043022042605691,0,1,0,1
0.258,1,0.5480974707951571,0.6000000000000001,0.0,0.3333333333333333,1,0,0.6292091726157779,1,0,0,0
0.6980000000000001,0,-0.018960340562764584,0.8,0.0,0.3333333333333333,1,1,0.9432062875079895,1,0,0,0
0.646,0,-0.4726065896491019,0.6000000000000001,0.0,0.3333333333333333,1,1,0.742549777163767,1,0,0,0
0.5479999999999999,1,-0.018960340562764584,0.9,0.5083131854699129,0.0,1,1,0.7533893663413064,1,0,0,0
0.47999999999999987,0,1.1151552821530788,0.2,0.0,0.3333333333333333,0,1,0.6690329546302118,0,0,1,0
0.5519999999999999,1,-0.4726065896491019,0.5,0.0,0.3333333333333333,0,0,0.9543042527601344,1,0,0,0
0.574,0,-0.6994297141922706,0.1,0.0,0.3333333333333333,1,1,0.7095330166354673,1,0,0,0
0.57,1,1.7956246557825848,0.5,0.0,0.3333333333333333,0,1,0.6145980931395475,1,0,0,0
0.4919999999999999,0,0.3212743462519884,0.4,0.0,0.3333333333333333,0,1,0.7463086112868774,1,0,0,0
0.30199999999999994,0,1.7956246557825848,0.1,0.0,0.0,1,1,0.6523008401949731,1,0,0,0
0.662,0,0.5480974707951571,0.5,0.5860809179807872,0.0,0,0,0.3650613817012011,0,1,0,1
0.37,0,-1.2664875255501922,0.1,0.0,0.3333333333333333,1,0,0.5964794521486759,1,0,0,0
0.904,1,-0.3591950273775176,1.0,0.0,0.3333333333333333,0,1,0.5678149152879147,1,0,0,0
0.846,0,-1.2664875255501922,0.8,0.0,0.0,0,0,0.5734402101505429,0,0,1,0
0.9879999999999999,0,-0.018960340562764584,0.7000000000000001,0.0,0.3333333333333333,1,1,0.7936875798545902,1,0,0,0
0.664,1,0.2078627839804041,0.30000000000000004,0.47779179416912526,0.3333333333333333,1,1,0.6490893731596333,0,1,0,0
0.47399999999999987,0,-0.4726065896491019,0.9,0.0,0.3333333333333333,1,1,0.32267244802101186,1,0,0,0
0.34199999999999997,0,1.3419784066962475,0.5,0.0,0.0,1,1,0.6125836601969932,1,0,0,0
0.42000000000000004,1,-1.1530759632786078,0.8,0.0,0.3333333333333333,1,0,0.6941336525157451,1,0,0,0
0.45000000000000007,1,0.2078627839804041,0.30000000000000004,0.0,0.3333333333333333,0,0,0.6252668489589496,1,0,0,0
0.40800000000000003,0,-1.0396644010070235,0.5,0.0,0.3333333333333333,1,1,0.41710282532361664,0,0,1,0
0.5379999999999999,0,0.5480974707951571,0.2,0.0,0.3333333333333333,1,1,0.3776272632230897,1,0,0,0
0.46599999999999986,1,-1.3798990878217765,0.8,0.4800174136603437,0.0,1,0,0.7736744644549308,1,0,0,0
0.47999999999999987,1,-0.4726065896491019,0.9,0.0,0.3333333333333333,0,1,0.0059808683647185655,0,0,1,0
0.6940000000000001,1,-0.018960340562764584,0.7000000000000001,0.0,0.3333333333333333,0,1,0.5202011321424289,1,0,0,0
0.848,1,-0.24578346510593324,0.30000000000000004,0.43969299404717255,0.0,1,1,0.6495340901592932,1,0,0,0
0.9,0,-0.6994297141922706,0.7000000000000001,0.4530746486939167,0.0,0,0,0.23547079797587234,0,1,0,0
0.638,1,0.2078627839804041,0.4,0.0,0.0,0,0,0.5369908246728992,1,0,0,1
0.5379999999999999,1,1.3419784066962475,0.9,0.5098528211790917,0.0,1,0,0.5169109767110862,0,1,0,1
0.634,0,0.3212743462519884,0.2,0.48986373282229995,0.3333333333333333,1,1,0.5832982703910373,0,1,0,0
0.5139999999999999,0,0.43468590852357275,0.6000000000000001,0.3337583135630064,0.0,1,0,0.3635560471732182,0,1,0,0
0.564,1,1.5688015312394161,0.7000000000000001,0.0,0.0,0,1,0.440794935888967,0,0,1,1
0.5259999999999999,0,0.2078627839804041,0.0,0.695028339566041,0.3333333333333333,0,0,0.09958979484039238,1,0,0,0
0.5579999999999999,0,-0.4726065896491019,0.5,0.6076463889306976,0.3333333333333333,1,1,0.982805810095036,0,0,1,0
0.4959999999999999,1,-1.7201337746365295,0.6000000000000001,0.44682352552289223,0.3333333333333333,1,1,0.3874949781746003,1,0,0,0
0.7539999999999999,0,-0.018960340562764584,0.2,0.26124261685467143,0.0,1,1,0.2960980810586526,0,0,1,0
0.6880000000000001,0,-0.4726065896491019,0.30000000000000004,0.0,0.3333333333333333,1,0,0.9964892869475661,1,0,0,0
0.46599999999999986,0,0.5480974707951571,0.9,0.0,0.0,1,1,0.8070925708199317,1,0,0,0
0.5539999999999999,0,-1.0396644010070235,0.9,0.45796341050682343,0.0,1,0,0.38292209683715167,0,0,1,0
0.45799999999999985,0,1.0017437198814945,1.0,0.49371984846860295,0.0,1,0,0.7853492611719889,0,1,0,1
0.664,0,-0.018960340562764584,0.5,0.0,0.3333333333333333,1,1,0.28748467814870265,1,0,0,0
0.7060000000000001,1,1.7956246557825848,0.5,0.5563360772684615,0.0,0,0,0.8240296852849348,0,1,0,1
0.36,1,-1.4933106500933608,0.5,0.0,0.3333333333333333,1,0,0.6071019353893733,1,0,0,0
0.578,1,-0.1323719028343489,0.4,0.48711367321348475,0.0,0,1,0.9092470170819852,1,0,0,0
0.41800000000000004,0,-0.6994297141922706,0.7000000000000001,0.0,0.3333333333333333,1,1,0.1389303410599202,1,0,0,0
0.5299999999999999,0,-0.1323719028343489,0.7000000000000001,0.0,0.3333333333333333,1,1,0.6901473574030449,1,0,0,0
0.662,0,-0.812841276463855,0.9,0.5195126792690021,0.3333333333333333,0,1,0.4694946399095438,0,1,0,0
0.644,0,3.2699749653131813,0.6000000000000001,0.0,0.0,0,1,0.9177078455432328,1,0,0,0
0.9999999999999999,0,-0.812841276463855,0.30000000000000004,0.49565816269942947,0.0,1,0,0.845550936579504,0,0,1,0
0.5599999999999999,0,0.6615090330667415,0.0,0.0,0.3333333333333333,1,1,0.17200928192911732,1,0,0,0
0.652,1,-0.24578346510593324,0.9,0.6119203535620735,0.3333333333333333,1,1,0.8552681781075075,0,1,0,0
0.5519999999999999,0,-0.018960340562764584,0.7000000000000001,0.5917867106823863,0.0,0,1,0.2636561009944803,1,0,0,0
0.656,0,0.09445122170881975,0.6000000000000001,0.7235199269626318,0.0,1,0,0.09060886259450299,0,0,1,0
0.624,0,-0.3591950273775176,0.8,0.0,0.3333333333333333,0,1,0.9104011302314966,0,0,1,0
0.59,0,-0.1323719028343489,0.5,0.5138744655971142,0.3333333333333333,1,1,0.4748203385842122,1,0,0,0
0.8079999999999999,0,-0.1323719028343489,0.2,0.0,0.0,1,0,0.5013149166135616,1,0,0,0
0.646,1,3.3833865275847654,0.8,0.4686615358620223,0.0,1,1,0.29902035698318996,1,0,0,0
0.586,1,3.2699749653131813,0.30000000000000004,0.46714946031579835,0.3333333333333333,0,1,0.4006507475322584,0,1,0,0
0.674,1,0.8883321576099101,0.8,0.0,0.0,0,0,0.6675514317211083,1,0,0,1
0.576,0,-0.9262528387354393,0.6000000000000001,0.0,0.0,1,0,0.6056006528385526,1,0,0,0
0.566,1,0.09445122170881975,0.9,0.5419290754937044,0.0,0,0,0.8549609782093172,1,0,0,0
0.644,1,-0.3591950273775176,0.0,0.0,0.3333333333333333,1,1,0.8633128535068688,0,0,1,0
0.4979999999999999,0,-0.5860181519206863,0.1,0.4054610903354185,0.0,1,0,0.7941571089613176,1,0,0,0
0.654,1,-0.5860181519206863,0.9,0.5697222623529516,0.3333333333333333,1,1,0.7188176470708884,0,1,0,0
0.4939999999999999,0,-0.812841276463855,0.9,0.4329901694534732,0.0,1,0,0.3017972619739802,1,0,0,0
0.572,1,-0.1323719028343489,0.30000000000000004,0.505766366332203,0.0,1,1,0.9508137995935118,0,1,0,0
0.5259999999999999,1,-1.2664875255501922,0.9,0.0,0.3333333333333333,1,1,0.7573284884359323,1,0,0,0
0.7060000000000001,0,1.2285668444246631,0.30000000000000004,0.0,0.3333333333333333,1,0,0.20778493866081954,0,0,1,0
0.4919999999999999,0,-1.6067222123649452,0.6000000000000001,0.0,0.3333333333333333,0,1,0.4345152717268391,1,0,0,0
0.236,0,-1.3798990878217765,0.1,0.5522236563015285,0.0,1,0,0.3218875150129506,0,0,1,0
0.9999999999999999,0,1.1151552821530788,0.9,0.6484576628075727,0.3333333333333333,1,1,0.8323405405667696,0,1,0,0
0.666,1,-0.4726065896491019,0.30000000000000004,0.0,0.3333333333333333,1,1,0.7624006133792985,0,0,1,0
0.7979999999999999,0,3.7236212143995187,0.7000000000000001,0.5404193490633488,0.0,1,1,0.9089674806821988,0,1,0,0
0.44200000000000006,0,-0.812841276463855,0.8,0.4137944530327002,0.0,1,1,0.7045603902424189,1,0,0,0
0.6900000000000001,0,0.09445122170881975,0.5,0.2748515904101707,0.0,1,1,0.0057723166018858905,0,0,1,0
0.46199999999999986,1,0.09445122170881975,0.30000000000000004,0.7106341035580883,0.3333333333333333,1,1,0.3555589950116159,1,0,0,0
0.678,0,-0.4726065896491019,0.6000000000000001,0.4022862602394185,0.3333333333333333,1,1,0.26198253437764957,0,1,0,0
